Depth(ft),Field Name,Well Name,Facies Association ,Operation Code,Operation Code-Numeric,Group Facies Association ,Perm(mD),Porosity (Frac),CEC,KKLCorrection Factor,Corrected K (mD),Corrected PhiT,Kv,Log(R35),R35,R35 Grouping,RQI,NPHI,FZI,HFU
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
8080,D35,3,FA-6,Fd14-Fb,14,GFA-3,0.1,0.026,,,,,,,,,,,,
8082,D35,3,FA-6,Fd14-Fb,14,GFA-3,0.1,0.027,,,,,,,,,,,,
8084.799,D35,3,FA-6,Fd14-Fb,14,GFA-3,0.1,0.031,,,,,,,,,,,,
8087.6,D35,3,FA-6,Fd14-Fb,14,GFA-3,0.1,0.028,,,,,,,,,,,,
8088.801,D35,3,FA-6,Fd14-Fb,14,GFA-3,0.1,0.042,,,,,,,,,,,,
8089.899,D35,3,FA-6,Fd14-Fb,14,GFA-3,0.1,0.137,,,,,,,,,,,,
8034.8258,D35,3,FA-1,Fd3-Sx,3,GFA-1,0.1,0.118,,,,,,,,,,,,
8035.8326,D35,3,FA-1,Fd3-Sx,3,GFA-1,0.1,0.122,,,,,,,,,,,,
8036.8395,D35,3,FA-1,Fd3-Sx,3,GFA-1,1.84,0.127,,,,,,,,,,,,
8037.8463,D35,3,FA-1,Fd3-Sx,3,GFA-1,1.73,0.129,,,,,,,,,,,,
8038.9538,D35,3,FA-1,Fd3-Sx,3,GFA-1,0.1,0.109,,,,,,,,,,,,
8039.86,D35,3,FA-1,Fd3-Sx,3,GFA-1,1.29,0.124,,,,,,,,,,,,
8040.8668,D35,3,FA-1,Fd3-Sx,3,GFA-1,1.1,0.129,,,,,,,,,,,,
8041.8736,D35,3,FA-1,Fd3-Sx,3,GFA-1,0.82,0.131,,,,,,,,,,,,
8042.9801,D35,3,FA-1,Fd3-Sx,3,GFA-1,0.58,0.124,,,,,,,,,,,,
8043.8873,D35,3,FA-1,Fd3-Sx,3,GFA-1,1.26,0.104,,,,,,,,,,,,
8044.8941,D35,3,FA-1,Fd3-Sx,3,GFA-1,0.43,0.136,,,,,,,,,,,,
8045.9009,D35,3,FA-1,Fd3-Sx,3,GFA-1,0.1,0.132,,,,,,,,,,,,
8046.9078,D35,3,FA-1,Fd3-Sx,3,GFA-1,0.1,0.133,,,,,,,,,,,,
8047.9146,D35,3,FA-1,Fd3-Sx,3,GFA-1,1.52,0.133,,,,,,,,,,,,
8048.9214,D35,3,FA-1,Fd3-Sx,3,GFA-1,3.2,0.131,,,,,,,,,,,,
8049.9283,D35,3,FA-1,Fd3-Sx,3,GFA-1,1.02,0.126,,,,,,,,,,,,
8050.9351,D35,3,FA-1,Fd3-Sx,3,GFA-1,0.42,0.114,,,,,,,,,,,,
8051.9419,D35,3,FA-1,Fd3-Sx,3,GFA-1,1.39,0.13,,,,,,,,,,,,
8052.9488,D35,3,FA-1,Fd3-Sx,3,GFA-1,2.55,0.127,,,,,,,,,,,,
8053.9556,D35,3,FA-1,Fd3-Sx,3,GFA-1,2.74,0.129,,,,,,,,,,,,
8054.9624,D35,3,FA-1,Fd3-Sx,3,GFA-1,2.49,0.128,,,,,,,,,,,,
8055.9693,D35,3,FA-1,Fd3-Sx,3,GFA-1,2.49,0.127,,,,,,,,,,,,
8056.9761,D35,3,FA-1,Fd3-Sx,3,GFA-1,2.56,0.135,,,,,,,,,,,,
8057.9829,D35,3,FA-1,Fd3-Sx,3,GFA-1,3.55,0.134,,,,,,,,,,,,
8058.9898,D35,3,FA-1,Fd3-Sx,3,GFA-1,3.8,0.136,,,,,,,,,,,,
8059.9966,D35,3,FA-1,Fd3-Sx,3,GFA-1,3.46,0.137,,,,,,,,,,,,
8061,D35,3,FA-1,Fd3-Sx,3,GFA-1,3.251,0.137,,,,,,,,,,,,
8062,D35,3,FA-1,Fd3-Sx,3,GFA-1,0.1,0.062,,,,,,,,,,,,
8063,D35,3,FA-1,Fd3-Sx,3,GFA-1,0.1,0.137,,,,,,,,,,,,
8090.799,D35,3,FA-1,Fd3-Sxbi,3,GFA-1,0.1,0.127,,,,,,,,,,,,
8092.098,D35,3,FA-1,Fd3-Sxbi,3,GFA-1,0.1,0.115,,,,,,,,,,,,
8314.4887,D35,1,FA-1,Fd5-Srx,5,GFA-1,1,0.079,,,,,,,,,,,,
8271.3002,D35,1,FA-5,Fd6-Sdfl,6,GFA-2,1,0.104,,,,,,,,,,,,
8272.0011,D35,1,FA-5,Fd6-Sdfl,6,GFA-2,1,0.099,,,,,,,,,,,,
8273.0009,D35,1,FA-5,Fd6-Sdfl,6,GFA-2,1,0.099,,,,,,,,,,,,
8273.7997,D35,1,FA-5,Fd6-Sdfl,6,GFA-2,1,0.093,,,,,,,,,,,,
8279.3744,D35,1,FA-5,Fd6-Sdfl,6,GFA-3,1,0.057,,,,,,,,,,,,
8305.4433,D35,1,FA-5,Fd6-Sdfl,6,GFA-2,1,0.09,,,,,,,,,,,,
8306.2845,D35,1,FA-5,Fd6-Sdfl,6,GFA-2,1,0.128,,,,,,,,,,,,
8307.4433,D35,1,FA-5,Fd6-Sdfl,6,GFA-2,1,0.132,,,,,,,,,,,,
8308.4928,D35,1,FA-5,Fd6-Sdfl,6,GFA-2,1,0.118,,,,,,,,,,,,
8309.6516,D35,1,FA-5,Fd6-Sdfl,6,GFA-2,1,0.109,,,,,,,,,,,,
8311.5422,D35,1,FA-5,Fd6-Sdfl,6,GFA-2,1,0.088,,,,,,,,,,,,
8064,D35,3,FA-2,Fd9-Hms,3,GFA-2,4,0.139,,,,,,,,,,,,
8065,D35,3,FA-2,Fd9-Hms,9,GFA-2,0.1,0.061,,,,,,,,,,,,
8066,D35,3,FA-2,Fd9-Hms,9,GFA-2,0.1,0.04,,,,,,,,,,,,
8067.098,D35,3,FA-2,Fd9-Hms,9,GFA-2,0.1,0.045,,,,,,,,,,,,
8068,D35,3,FA-2,Fd9-Hms,9,GFA-2,0.1,0.046,,,,,,,,,,,,
8069,D35,3,FA-2,Fd9-Hms,9,GFA-2,0.1,0.041,,,,,,,,,,,,
8070.199,D35,3,FA-2,Fd9-Hms,9,GFA-2,0.1,0.033,,,,,,,,,,,,
8071.101,D35,3,FA-2,Fd9-Hms,9,GFA-2,0.1,0.03,,,,,,,,,,,,
8073.401,D35,3,FA-2,Fd9-Hms,9,GFA-2,0.1,0.023,,,,,,,,,,,,
8074.402,D35,3,FA-2,Fd9-Hms,9,GFA-2,0.1,0.043,,,,,,,,,,,,
8075.199,D35,3,FA-2,Fd9-Hms,9,GFA-2,0.1,0.038,,,,,,,,,,,,
8076.2,D35,3,FA-2,Fd9-Hms,9,GFA-2,0.1,0.042,,,,,,,,,,,,
8077.298,D35,3,FA-2,Fd9-Hms,9,GFA-2,3.91,0.041,,,,,,,,,,,,
8078.1,D35,3,FA-2,Fd9-Hms,9,GFA-2,0.1,0.039,,,,,,,,,,,,
