Depth(ft),Field Name,Well Name,Facies Association ,Operation Code,Operation Code-Numeric,Group Facies Association ,Perm(mD),Porosity (Frac),CEC,KKLCorrection Factor,Corrected K (mD),Corrected PhiT,Kv,Log(R35),R35,R35 Grouping,RQI,NPHI,FZI,HFU
6218.8,ABC,5,FA-2,F6-Sdfl,8,GFA-2,543.06,0.233,-999.25,0.044888523,518.6828387,0.22834,72.8793404,1.158695,14.41102925,3,1.5159176,0.303780965,4.99016652,5
6215.2308,ABC,5,FA-2,F6-Sdfl,8,GFA-2,435.1,0.235,-999.25,0.047889783,414.2631556,0.2303,47.2102408,1.098887748,12.5570536,3,1.351108601,0.307189542,4.3982897,4
6216.675,ABC,5,FA-2,F6-Sdfl,8,GFA-2,320.04,0.237,-999.25,0.052383105,303.2753112,0.23226,44.7593648,1.017277535,10.40584937,3,1.153871923,0.31061599,3.714785981,4
6212,ABC,5,FA-2,F6-Sdfl,8,GFA-2,297,0.208,-999.25,0.053538475,281.099073,0.20384,6.963905527,1.047174071,11.14741247,3,1.18652312,0.262626263,4.517914959,5
6213.9558,ABC,5,FA-2,F6-Sdfl,8,GFA-2,265.22,0.25,-999.25,0.055337285,250.5434453,0.245,11.01916785,0.94926032,8.897342721,3,1.0227342,0.333333333,3.068202601,3
6024.8,ABC,5,FA-2,F9-Hms,9,GFA-2,402.46,0.236,-999.25,0.048992753,382.7423767,0.23128,12.46975679,1.07738099,11.95036006,3,1.296686556,0.308900524,4.197748002,4
6025.801,ABC,5,FA-2,F9-Hms,9,GFA-2,304,0.212,-999.25,0.053175526,287.8346402,0.20776,58.88009086,1.045975483,11.1166897,3,1.189045598,0.269035533,4.419660053,4
5888.2598,ABC,3,FA-2,F9-Hms,9,GFA-2,9.95,0.163,-999.25,0.144326652,8.513949808,0.15974,1.319922877,0.271389881,1.868055957,1,0.245328151,0.19474313,1.259752532,1
5739.4065,ABC,118,FA-2,F9-Hms,9,GFA-2,2.297,0.108,-999.25,0.221437856,1.788357245,0.10584,0.244910932,0.05148454,1.125860391,1,0.144809905,0.121076233,1.196022547,1
6025.699,ABC,5,FA-2,F9-Hms,9,GFA-2,2.24,0.217,-999.25,0.223068608,1.740326319,0.21266,0.313045826,-0.216755375,0.607078182,1,0.100884348,0.277139208,0.36402048,0
5799.3846,ABC,3,FA-2,F9-Hms,9,GFA-2,2.17,0.161,-999.25,0.225146208,1.68143273,0.15778,0.351467963,-0.112859233,0.77115338,1,0.115278038,0.191895113,0.600734621,1
5738.4116,ABC,118,FA-2,F9-Hms,9,GFA-2,0.215,0.103,-999.25,0.442220476,0.119922598,0.10094,0.228799844,-0.535617548,0.291328151,,0.045365977,0.114827202,0.395080399,0
5737.2225,ABC,118,FA-2,F9-Hms,9,GFA-2,0.103,0.086,-999.25,0.548229509,0.046532361,0.08428,0.243213472,-0.655858374,0.22087249,,0.03436363,0.094091904,0.365213463,0
5719.2846,ABC,3,FA-2,F11-Hm,11,GFA-2,3447.45,0.264,-999.25,0.026167454,3357.239011,0.25872,569.0111981,1.583783017,38.3515585,6,3.588200255,0.358695652,10.00346738,10
6316,ABC,5,FA-2,F11-Hm,11,GFA-2,260.54,0.209,-999.25,0.055625708,246.0472781,0.20482,34.76183344,1.011927761,10.27845316,3,1.108648081,0.264222503,4.19588819,4
5827.081,ABC,118,FA-2,F11-Hm,11,GFA-2,173.826,0.219,-999.25,0.062603321,162.9439151,0.21462,6.460141424,0.89104375,7.781149326,3,0.884636713,0.280409731,3.154800333,3
6317,ABC,5,FA-2,F11-Hm,11,GFA-2,108.68,0.191,-999.25,0.071805083,100.8762236,0.18718,17.83091773,0.822443153,6.644206978,2,0.749010282,0.236093943,3.172509518,3
5648.902,ABC,3,FA-2,F11-Hm,11,GFA-2,3.29,0.14,-999.25,0.199383711,2.634027589,0.1372,0.556401483,0.045856565,1.111364615,1,0.152217148,0.162790698,0.935048192,1
5925.2637,ABC,118,FA-3,F4-Smlm,4,GFA-2,1925.682,0.264,-999.25,0.031017885,1865.951417,0.25872,154.6350176,1.435069935,27.23139783,5,2.681760379,0.358695652,7.476422875,7
5920.1067,ABC,118,FA-3,F4-Smlm,4,GFA-2,1301.4041,0.267,-999.25,0.034777834,1256.144085,0.26166,164.2973869,1.330768627,21.41749265,4,2.192199643,0.36425648,6.018285911,6
5731.8914,ABC,3,FA-3,F4-Smlm,4,GFA-2,1286.35,0.247,-999.25,0.034896189,1241.461287,0.24206,35.63310615,1.357013013,22.75165602,4,2.26600439,0.328021248,6.908102452,7
5918.772,ABC,118,FA-3,F4-Smlm,4,GFA-2,1260.578,0.241,-999.25,0.035103023,1216.327901,0.23618,30.99742555,1.361072273,22.96530791,4,2.270941718,0.317523057,7.152052962,7
5917.4387,ABC,118,FA-3,F4-Smlm,4,GFA-2,1228.48,0.258,-999.25,0.035368399,1185.03063,0.25284,74.9624,1.328909011,21.32598067,4,2.16672523,0.347708895,6.231434575,6
5924.4856,ABC,118,FA-3,F4-Smlm,4,GFA-2,890.724,0.25,-999.25,0.03884954,856.1197826,0.245,141.1546976,1.258628807,18.13964599,4,1.874265974,0.333333333,5.622797921,6
5643.9977,ABC,1,FA-3,F4-Smlm,4,GFA-2,794,0.245,-999.25,0.040175685,762.100506,0.2401,185.0983829,1.236854959,17.2526161,4,1.787544479,0.324503311,5.508555436,6
5933.4191,ABC,118,FA-3,F4-Smlm,4,GFA-2,582.283,0.253,-999.25,0.043983696,556.6720417,0.24794,11.4941767,1.145602727,13.98307628,3,1.506386597,0.338688086,4.447710624,4
5646.0897,ABC,1,FA-3,F4-Smlm,4,GFA-2,525,0.239,-999.25,0.045334034,501.1996324,0.23422,110.6111327,1.140517884,13.82031316,3,1.471669703,0.314060447,4.685944118,5
5643.6839,ABC,1,FA-3,F4-Smlm,4,GFA-2,496,0.243,-999.25,0.046092496,473.1381219,0.23814,1.294855568,1.119779405,13.17587316,3,1.418624152,0.321003963,4.419335322,4
5732.6169,ABC,3,FA-3,F4-Smlm,4,GFA-2,475.26,0.233,-999.25,0.046670983,453.0791486,0.22834,17.26295433,1.124640067,13.324167,3,1.418134163,0.303780965,4.668278554,5
5638.78,ABC,1,FA-3,F4-Smlm,4,GFA-2,457,0.238,-999.25,0.047207972,435.4259566,0.23324,7.917235871,1.106668235,12.78404335,3,1.375939282,0.312335958,4.405318205,4
5638.96,ABC,1,FA-3,F4-Smlm,4,GFA-2,416,0.234,-999.25,0.048521657,395.8149906,0.22932,14.30693109,1.089024378,12.27508131,3,1.323940247,0.305483029,4.333924057,4
5924.1509,ABC,118,FA-3,F4-Smlm,4,GFA-2,407.753,0.261,-999.25,0.04880619,387.8521296,0.25578,21.08338272,1.042936135,11.03916271,3,1.241103433,0.353179973,3.514082134,4
5932.6538,ABC,118,FA-3,F4-Smlm,4,GFA-2,380.424,0.249,-999.25,0.049804966,361.4769956,0.24402,61.52643037,1.042881294,11.03776882,3,1.227337287,0.331557923,3.701728122,4
5913.079,ABC,118,FA-3,F4-Smlm,4,GFA-2,366.176,0.207,-999.25,0.050363214,347.7341999,0.20286,28.58824529,1.102451269,12.66051199,3,1.320655102,0.261034048,5.059321236,5
5921.5453,ABC,118,FA-3,F4-Smlm,4,GFA-2,343.117,0.221,-999.25,0.051328875,325.5051904,0.21658,74.98124429,1.06128511,11.51556127,3,1.237241929,0.283697047,4.361137839,4
5930.6375,ABC,118,FA-3,F4-Smlm,4,GFA-2,336.284,0.248,-999.25,0.051631253,318.9212356,0.24304,66.49563888,1.012896996,10.30141767,3,1.156263749,0.329787234,3.506090078,4
5935.3391,ABC,118,FA-3,F4-Smlm,4,GFA-2,334.788,0.247,-999.25,0.051698515,317.4799574,0.24206,30.10556103,1.013274524,10.31037648,3,1.156022037,0.328021248,3.524229124,4
5914.08,ABC,118,FA-3,F4-Smlm,4,GFA-2,325.812,0.24,-999.25,0.05211041,308.833803,0.2352,0.598478603,1.017122128,10.40212642,3,1.156931285,0.315789474,3.663615736,4
5638.8691,ABC,1,FA-3,F4-Smlm,4,GFA-2,310,0.232,-999.25,0.052872916,293.609396,0.22736,13.45567509,1.017139057,10.40253192,3,1.147800746,0.302083333,3.799616261,4
5934.3422,ABC,118,FA-3,F4-Smlm,4,GFA-2,294.572,0.249,-999.25,0.053666957,278.7632171,0.24402,32.66211496,0.977568345,9.496604348,3,1.080004851,0.331557923,3.257364029,3
5653.4126,ABC,1,FA-3,F4-Smlm,4,GFA-2,263,0.265,-999.25,0.055473274,248.4105289,0.2597,21.1627354,0.925249545,8.418787451,3,0.989201088,0.360544218,2.743633206,3
5643.8931,ABC,1,FA-3,F4-Smlm,4,GFA-2,251,0.225,-999.25,0.056234929,236.8850328,0.2205,18.07557579,0.974722453,9.434577419,3,1.048757911,0.290322581,3.61238836,4
5652.9942,ABC,1,FA-3,F4-Smlm,4,GFA-2,247,0.259,-999.25,0.056499339,233.0446632,0.25382,19.64195422,0.917814812,8.275891959,3,0.969679563,0.349527665,2.774256975,3
5641.2782,ABC,1,FA-3,F4-Smlm,4,GFA-2,234,0.23,-999.25,0.057398408,220.5687725,0.2254,46.04899323,0.948566074,8.883131146,3,1.00155236,0.298701299,3.353023119,3
5640.1286,ABC,1,FA-3,F4-Smlm,4,GFA-2,229,0.227,-999.25,0.05776156,215.7726027,0.22246,16.06957218,0.947976923,8.871088727,3,0.997319845,0.293661061,3.396159647,3
5912.079,ABC,118,FA-3,F4-Smlm,4,GFA-2,227.884,0.223,-999.25,0.057844016,214.7022742,0.21854,26.65845924,0.953400333,8.982564258,3,1.003769819,0.287001287,3.497440133,3
5910.9278,ABC,118,FA-3,F4-Smlm,4,GFA-2,209.541,0.18,-999.25,0.059278926,197.1196346,0.1764,32.67049054,1.012350735,10.28846856,3,1.071341434,0.219512195,4.880555423,5
5844.9138,ABC,118,FA-3,F4-Smlm,4,GFA-2,205.135,0.221,-999.25,0.059647915,192.899125,0.21658,19.02884414,0.929924458,8.509900021,3,0.956650701,0.283697047,3.372085503,3
5641.592,ABC,1,FA-3,F4-Smlm,4,GFA-2,204,0.225,-999.25,0.059744629,191.8120957,0.2205,24.79890806,0.921776843,8.351737636,3,0.945482452,0.290322581,3.256661778,3
5638.06,ABC,1,FA-3,F4-Smlm,4,GFA-2,188,0.241,-999.25,0.061186666,176.4969069,0.23618,16.64293605,0.875142091,7.501395966,3,0.877000925,0.317523057,2.762007062,3
5843.3621,ABC,118,FA-3,F4-Smlm,4,GFA-2,187.108,0.217,-999.25,0.061271697,175.6435753,0.21266,14.01157846,0.913289096,8.190097948,3,0.922031927,0.277139208,3.326963128,3
5642.638,ABC,1,FA-3,F4-Smlm,4,GFA-2,185,0.233,-999.25,0.061474745,173.6271722,0.22834,19.53141369,0.883701461,7.650705071,3,0.884784593,0.303780965,2.912574177,3
5647.1367,ABC,1,FA-3,F4-Smlm,4,GFA-2,184,0.247,-999.25,0.061572115,172.6707308,0.24206,8.649671182,0.860422712,7.251414194,3,0.857018275,0.328021248,2.612691341,3
5731.2392,ABC,3,FA-3,F4-Smlm,4,GFA-2,172.89,0.219,-999.25,0.062702098,162.0494342,0.21462,0.688858331,0.889664971,7.756485248,3,0.882251749,0.280409731,3.146295049,3
5844.0128,ABC,118,FA-3,F4-Smlm,4,GFA-2,171.255,0.212,-999.25,0.06287631,160.4871175,0.20776,1.645798645,0.899428053,7.932828276,3,0.892448878,0.269035533,3.317215639,3
5846.1241,ABC,118,FA-3,F4-Smlm,4,GFA-2,156.267,0.211,-999.25,0.064580534,146.1751936,0.20678,10.20765822,0.877813916,7.547687596,3,0.854519658,0.267427123,3.195336539,3
5848.6917,ABC,118,FA-3,F4-Smlm,4,GFA-2,146.809,0.21,-999.25,0.065768675,137.1535665,0.2058,30.45948506,0.863653105,7.305553162,3,0.830226021,0.265822785,3.123231222,3
5653.0978,ABC,1,FA-3,F4-Smlm,4,GFA-2,132,0.252,-999.25,0.067842726,123.0447602,0.24696,9.981608869,0.768087404,5.862561401,2,0.718648202,0.336898396,2.133130377,2
5853.7843,ABC,118,FA-3,F4-Smlm,4,GFA-2,111.32,0.194,-999.25,0.071303608,103.3824824,0.19012,7.342341081,0.822724346,6.648510295,2,0.752168916,0.240694789,3.124990445,3
5653.2034,ABC,1,FA-3,F4-Smlm,4,GFA-2,100,0.25,-999.25,0.073571715,92.64282853,0.245,12.01908635,0.700179833,5.01394808,2,0.628,0.333333333,1.884,2
5855.8223,ABC,118,FA-3,F4-Smlm,4,GFA-2,88.882,0.203,-999.25,0.076147779,82.11383307,0.19894,1.087725144,0.748225948,5.600488999,2,0.657035051,0.254705144,2.579590814,3
5858.9583,ABC,118,FA-3,F4-Smlm,4,GFA-2,83.153,0.206,-999.25,0.077643754,76.69668893,0.20188,2.701623222,0.72570694,5.31749316,2,0.630862916,0.259445844,2.431578424,2
5922.88,ABC,118,FA-3,F4-Smlm,4,GFA-2,80.524,0.224,-999.25,0.078375564,74.21288609,0.21952,0.007742971,0.686069812,4.853665158,2,0.59534445,0.288659794,2.062443272,2
5854.8038,ABC,118,FA-3,F4-Smlm,4,GFA-2,60.978,0.2,-999.25,0.085004186,55.79461477,0.196,13.05013699,0.657591911,4.545607273,2,0.548278528,0.25,2.193114112,2
5651.3196,ABC,1,FA-3,F4-Smlm,4,GFA-2,49,0.244,-999.25,0.090609477,44.56013564,0.23912,1.129352295,0.527130485,3.366126905,2,0.444972093,0.322751323,1.378684027,1
5864.3056,ABC,118,FA-3,F4-Smlm,4,GFA-2,48.16,0.194,-999.25,0.091068132,43.77415878,0.19012,0.801764183,0.608758955,4.062178045,2,0.494734301,0.240694789,2.055442509,2
5857.8573,ABC,118,FA-3,F4-Smlm,4,GFA-2,47.617,0.193,-999.25,0.091370156,43.26622729,0.18914,3.353560963,0.607802559,4.053242229,2,0.493210154,0.239157373,2.06228287,2
5650.2726,ABC,1,FA-3,F4-Smlm,4,GFA-2,43,0.237,-999.25,0.094132174,38.95231652,0.23226,1.651803789,0.504696881,3.196663196,2,0.422950656,0.31061599,1.361651268,1
5865.2222,ABC,118,FA-3,F4-Smlm,4,GFA-2,36.748,0.196,-999.25,0.098551363,33.12643451,0.19208,3.752052807,0.535848174,3.434378641,2,0.429950508,0.243781095,1.763674532,2
5840.7759,ABC,118,FA-3,F4-Smlm,4,GFA-2,32.128,0.179,-999.25,0.102494566,28.83505459,0.17542,1.409250025,0.535582592,3.432279067,2,0.420673329,0.218026797,1.929457,2
5842.2448,ABC,118,FA-3,F4-Smlm,4,GFA-2,29.702,0.184,-999.25,0.104871494,26.58710688,0.18032,2.798356122,0.505195389,3.200334615,2,0.398945512,0.225490196,1.769236617,2
5652.3666,ABC,1,FA-3,F4-Smlm,4,GFA-2,21,0.232,-999.25,0.116044041,18.56307514,0.22736,1.239749041,0.329683326,2.136403724,1,0.298741325,0.302083333,0.9889368,1
5851.7462,ABC,118,FA-3,F4-Smlm,4,GFA-2,19.28,0.187,-999.25,0.118976072,16.98614134,0.18326,2.568261357,0.388771785,2.447776637,1,0.318832335,0.2300123,1.386153413,1
5856.8388,ABC,118,FA-3,F4-Smlm,4,GFA-2,19.184,0.181,-999.25,0.119149615,16.89823379,0.17738,2.021994522,0.399733941,2.510348061,1,0.323265936,0.221001221,1.462733711,1
5926.5312,ABC,118,FA-3,F4-Smlm,4,GFA-2,18.245,0.21,-999.25,0.12090851,16.03902424,0.2058,0.476699013,0.331155124,2.143656147,1,0.292679251,0.265822785,1.101031467,1
5648.9139,ABC,1,FA-3,F4-Smlm,4,GFA-2,12,0.224,-999.25,0.136643807,10.36027431,0.21952,0.659241558,0.199944285,1.584689881,1,0.229824467,0.288659794,0.796177618,1
5859.8027,ABC,118,FA-3,F4-Smlm,4,GFA-2,10.003,0.173,-999.25,0.144102939,8.561538297,0.16954,1.312597171,0.250404765,1.779937549,1,0.238765586,0.209189843,1.14138231,1
5637.0709,ABC,1,FA-3,F4-Smlm,4,GFA-2,8,0.165,-999.25,0.153818511,6.769451915,0.1617,0.357051974,0.211110785,1.625963471,1,0.218641536,0.19760479,1.106458682,1
5863.287,ABC,118,FA-3,F4-Smlm,4,GFA-2,5.848,0.157,-999.25,0.168556198,4.862283351,0.15386,0.410235086,0.14974303,1.411702001,1,0.191638827,0.18623962,1.028990644,1
5915.081,ABC,118,FA-3,F4-Smlm,4,GFA-2,3.714,0.165,-999.25,0.192449614,2.999242135,0.1617,0.307312939,0.015160909,1.035525765,1,0.148973364,0.19760479,0.75389551,1
5852.8472,ABC,118,FA-3,F4-Smlm,4,GFA-2,3.428,0.16,-999.25,0.197005777,2.752664198,0.1568,0.069494023,0.006244333,1.014481971,1,0.145341642,0.19047619,0.763043622,1
5613.5,ABC,1,FA-3,F4-Smlm,4,GFA-2,3,0.179,-999.25,0.204829013,2.385512962,0.17542,0.270000731,-0.069917721,0.851299305,1,0.128547537,0.218026797,0.589595128,1
5867.3611,ABC,118,FA-3,F4-Smlm,4,GFA-2,2.464,0.162,-999.25,0.216946073,1.929444877,0.15876,0.083703781,-0.082736239,0.826539782,1,0.122459503,0.193317422,0.633463355,1
5613.199,ABC,1,FA-3,F4-Smlm,4,GFA-2,0.92,0.151,-999.25,0.289257636,0.653882975,0.14798,0.12457773,-0.30792884,0.492120164,1,0.077505958,0.177856302,0.435778532,0
5866.3426,ABC,118,FA-3,F4-Smlm,4,GFA-2,0.915,0.142,-999.25,0.289718294,0.649907761,0.13916,0.102244786,-0.286261526,0.51729523,1,0.079706919,0.165501166,0.481609413,0
5613.301,ABC,1,FA-3,F4-Smlm,4,GFA-2,0.68,0.134,-999.25,0.315949939,0.465154042,0.13132,0.175235246,-0.340303305,0.456769077,1,0.070734568,0.154734411,0.457135342,0
5925.875,ABC,118,FA-3,F4-Smlm,4,GFA-2,0.319,0.183,-999.25,0.394097789,0.193282805,0.17934,0.266348476,-0.65052882,0.223599681,,0.04145715,0.223990208,0.185084654,0
6069.301,ABC,5,FA-4,F8-Sssd,8,GFA-2,620.27,0.185,-999.25,0.043179468,593.4870711,0.1813,8.029352975,1.279201123,19.0195888,4,1.818168679,0.226993865,8.009770129,8
6072.201,ABC,5,FA-4,F8-Sssd,8,GFA-2,580.42,0.198,-999.25,0.044024872,554.8670835,0.19404,47.63759253,1.236761789,17.24891526,4,1.700075612,0.246882793,6.886164853,7
5653.9494,ABC,3,FA-4,F8-Sssd,8,GFA-2,125.01,0.209,-999.25,0.068929164,116.3931652,0.20482,1.647605735,0.824397125,6.674167854,2,0.767942817,0.264222503,2.906424729,3
6068.5,ABC,5,FA-4,F8-Sssd,8,GFA-2,37.03,0.209,-999.25,0.09833162,33.38878011,0.20482,0.823076996,0.513703191,3.263647095,2,0.417958692,0.264222503,1.581843661,2
5652.9831,ABC,3,FA-4,F8-Sssd,8,GFA-2,6.4,0.151,-999.25,0.164174736,5.349281692,0.14798,0.057305528,0.187397742,1.539563982,1,0.204423661,0.177856302,1.149375418,1
5655.11,ABC,3,FA-4,F8-Sssd,8,GFA-2,3.08,0.16,-999.25,0.203261005,2.453956104,0.1568,0.284763948,-0.021091844,0.95259469,1,0.137766941,0.19047619,0.72327644,1
5651,ABC,3,FA-4,F8-Sssd,8,GFA-2,2.99,0.144,-999.25,0.20502881,2.376963858,0.14112,0.491544333,0.010869466,1.025343696,1,0.143081669,0.168224299,0.85054103,1
5652,ABC,3,FA-4,F8-Sssd,8,GFA-2,2.93,0.159,-999.25,0.206245999,2.325699222,0.15582,0.585061901,-0.031488955,0.930060169,1,0.134792242,0.189060642,0.712957706,1
5660.1347,ABC,3,FA-4,F8-Sssd,8,GFA-2,1.62,0.118,-999.25,0.245206791,1.222764998,0.11564,0.244948083,-0.070911226,0.849354074,1,0.116344579,0.133786848,0.869626428,1
5779,ABC,5,FA-5,F7-Sbiot,7,GFA-3,1475.0699,0.212,-999.25,0.033528768,1425.612623,0.20776,37.95634245,1.449307626,28.13893301,5,2.619196116,0.269035533,9.735502545,10
5792.8077,ABC,5,FA-5,F7-Sbiot,7,GFA-3,403.35,0.281,-999.25,0.048961162,383.6015153,0.27538,17.41043529,1.012458792,10.29102875,3,1.18964537,0.390820584,3.043968047,3
5780.801,ABC,5,FA-5,F7-Sbiot,7,GFA-3,161,0.243,-999.25,0.064020303,150.6927313,0.23814,29.74067237,0.832449795,6.799074418,2,0.808238342,0.321003963,2.517845371,3
5780.5,ABC,5,FA-5,F7-Sbiot,7,GFA-3,148.74,0.229,-999.25,0.065518201,138.9948227,0.22442,25.1336595,0.834489676,6.831084794,2,0.800250208,0.297016861,2.694292184,3
5783.4395,ABC,5,FA-5,F7-Sbiot,7,GFA-3,143.06,0.242,-999.25,0.066267343,133.5797939,0.23716,13.21655615,0.803828238,6.365437196,2,0.763450837,0.319261214,2.391304687,2
5781.5,ABC,5,FA-5,F7-Sbiot,7,GFA-3,137.96,0.252,-999.25,0.066973493,128.720337,0.24696,7.262691403,0.779364806,6.016789336,2,0.734693116,0.336898396,2.180755757,2
5782.5769,ABC,5,FA-5,F7-Sbiot,7,GFA-3,90.75,0.217,-999.25,0.075686716,83.88143054,0.21266,2.039032342,0.728512611,5.35195694,2,0.642130203,0.277139208,2.316995158,2
6028.399,ABC,5,FA-5,F7-Sbiot,7,GFA-3,45.14,0.201,-999.25,0.092806609,40.95070967,0.19698,7.591476658,0.578920801,3.792458181,2,0.470557172,0.251564456,1.870523284,2
6030.4,ABC,5,FA-5,F7-Sbiot,7,GFA-3,41.91,0.195,-999.25,0.094840563,37.93523203,0.1911,0.025900264,0.57133288,3.726772485,2,0.460332007,0.242236025,1.900344953,2
6029.4,ABC,5,FA-5,F7-Sbiot,7,GFA-3,37.01,0.208,-999.25,0.098347133,33.3701726,0.20384,3.889950317,0.515364901,3.276158469,2,0.418849039,0.262626263,1.594848263,2
6031.401,ABC,5,FA-5,F7-Sbiot,7,GFA-3,29.31,0.2,-999.25,0.105279123,26.2242689,0.196,1.005508877,0.470515385,2.954713558,1,0.380121609,0.25,1.520486438,2
5782.5,ABC,118,FA-5,F9-Hms,9,GFA-3,1551.874,0.21,-999.25,0.033035493,1500.607077,0.2058,219.1642719,1.465826126,29.229819,5,2.699281817,0.265822785,10.15444112,10
5778.5931,ABC,118,FA-6,F12-Fl,12,GFA-3,1884.168,0.198,-999.25,0.031215906,1825.351988,0.19404,283.6975148,1.537451614,34.47081997,6,3.063069598,0.246882793,12.40697888,12
6360.6724,ABC,5,FA-6,F12-Fl,12,GFA-3,123.98,0.24,-999.25,0.069095888,115.4134918,0.2352,18.92505358,0.770388247,5.893703,2,0.713673947,0.315789474,2.2599675,2
6363.5,ABC,5,FA-6,F12-Fl,12,GFA-3,90.76,0.233,-999.25,0.075684281,83.89089468,0.22834,21.25563955,0.701846443,5.033226132,2,0.619724879,0.303780965,2.040038549,2
5661.1966,ABC,3,FA-6,F12-Fl,12,GFA-3,89,0.157,-999.25,0.076118285,82.22547261,0.15386,4.022085448,0.844984024,6.998162524,2,0.747609524,0.18623962,4.014234577,4
5777.8214,ABC,118,FA-6,F12-Fl,12,GFA-3,67.162,0.133,-999.25,0.08264009,61.61172628,0.13034,7.035564464,0.835340871,6.844486496,2,0.70561148,0.153402537,4.599737992,5
6361.5862,ABC,5,FA-6,F12-Fl,12,GFA-3,63.73,0.206,-999.25,0.083915552,58.38206189,0.20188,2.519061925,0.657772946,4.547502491,2,0.552291039,0.259445844,2.128733424,2
6362.5,ABC,5,FA-6,F12-Fl,12,GFA-3,21.25,0.153,-999.25,0.115643724,18.79257086,0.14994,0.726383312,0.488913657,3.082575037,2,0.370052549,0.180637544,2.048591561,2
5873.1351,ABC,118,FA-6,F12-Fl,12,GFA-2,4.669,0.14,-999.25,0.180010363,3.828531617,0.1372,0.057610048,0.135249015,1.365365783,1,0.181333301,0.162790698,1.113904562,1
5744.2273,ABC,118,FA-6,F12-Fl,12,GFA-3,2.369,0.106,-999.25,0.21945116,1.849120202,0.10388,0.068060402,0.066379988,1.165145033,1,0.148442837,0.118568233,1.251961285,1
5742.9498,ABC,118,FA-6,F12-Fl,12,GFA-3,2.049,0.104,-999.25,0.228949989,1.579881473,0.10192,0.036116967,0.036469866,1.087601672,1,0.139374704,0.116071429,1.200766679,1
5745.4044,ABC,118,FA-6,F12-Fl,12,GFA-3,0.678,0.1,-999.25,0.316221801,0.463601619,0.098,0.193461868,-0.23123694,0.587168921,1,0.08176068,0.111111111,0.73584612,1
5740.5945,ABC,118,FA-6,F12-Fl,12,GFA-3,0.663,0.1,-999.25,0.318294349,0.451970847,0.098,0.329827793,-0.236950045,0.579495349,1,0.080851189,0.111111111,0.727660703,1
5710.671,ABC,118,FA-6,F12-Fl,12,GFA-3,0.155,0.11,-999.25,0.486557333,0.079583613,0.1078,0.216374715,-0.643848241,0.227065817,,0.037273412,0.123595506,0.301575791,0
5735.4116,ABC,118,FA-7,F18-Ps,18,GFA-3,0.276,0.072,-999.25,0.411116991,0.16253171,0.07056,0.245865036,-0.337480737,0.45974738,1,0.061477747,0.077586207,0.792379846,1
5836.3117,ABC,3,FA-8,F15-Glos,15,GFA-3,19.02,0.108,-999.25,0.119448695,16.74808583,0.10584,3.725411017,0.591297657,3.902093366,2,0.416699545,0.121076233,3.441629578,3
5812.875,ABC,3,FA-8,F15-Glos,15,GFA-3,2.51,0.123,-999.25,0.215777497,1.968398482,0.12054,0.486903898,0.025330132,1.06005923,1,0.141844974,0.140250855,1.011366199,1
5709.9598,ABC,1,FA-8,F15-Glos,15,GFA-3,1,0.117,-999.25,0.2823,0.7177,0.11466,0.229139921,-0.190912585,0.644298938,1,0.091798739,0.132502831,0.692805871,1
5711.2816,ABC,1,FA-8,F15-Glos,15,GFA-3,1,0.153,-999.25,0.2823,0.7177,0.14994,0.179332995,-0.291573396,0.511006711,1,0.080275669,0.180637544,0.444401905,0
5712.2992,ABC,1,FA-8,F15-Glos,15,GFA-3,1,0.123,-999.25,0.2823,0.7177,0.12054,0.018382658,-0.209678016,0.617052312,1,0.089531754,0.140250855,0.638368684,1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
